,ID,label,tanggal,judul,narasi,nama file gambar,databersih
454,343052.0,1,21/03/2017,Anies Menuduh Ahok Menyabotase Lift,Portal dari tersebut memuat berita dengan headline Anies: Ada Percobaan Pembunuhan oleh Ahok terhadap saya dalam kasus jatuhnya lift. Isi dari berita tersebut menyebutkan Anies Baswedan menuduh Basuki Tjahaja Purnama ingin membunuhnya dengan menyabotase lift di Blok M Square.,343052.jpg,portal muat berita headline anies bunuh ahok hadap jatuh lift isi berita anies baswedan tuduh basuki tjahaja purnama bunuh sabotase lift blok square
455,424975.0,0,21/03/2017,Hoax Penculikan Anak Memakan Korban,"Mengedepankan kewaspadaan itu penting. Apalagi, terkait keamanan anak. Namun, kiranya dalam mengajak masyarakat untuk meningkatkan kewaspadaan tidak menggunakan hoax dan provokasi. Hal itu tentunya akan merugikan diri sendiri dan orang lain.",424975.png,waspada kait aman anak ajak masyarakat tingkat waspada hoax provokasi rugi
456,203789.0,1,24/03/2017,MARAK PENCULIKAN ANAK KECIL DENGAN PELAKU SADIS DAN KEJI,"BERITA TERKINI
 PENCULIKAN ANAK KECIL MARAK TERJADI..PELAKUNYA SADIS DAN KEJI ANAK KECIL DISEMBELIH UNTUNGNYA KETAUAN SAMA WARGAPelakunya di amankan di kelurahan terjadi di MaduraSemoga Adik ini cepat sembuh Amiinn",203789.jpg,berita culi anak marak laku sadis keji anak sembelih untung tau warga laku aman lurah madura moga adik cepat sembuh amiinn
457,228361.0,1,28/03/2017,"Rekomendasi pengacara M. Mahendra Maskur Sinaga, Guna Antisipasi Pelanggaran Privasi","Buat Teman2 Sosial media,
 Direkomendasi oleh Pengacara Bpk M. Mahendra Maskur Sinaga, SH.,MH.,MHD (Wakabid. Advokasi Lembaga Eksekutif Aliansi Indonesia Badan Penelitian Aset Negara DPD Prov. Sumut). Saya juga setuju utk antisipasi.
 Pelanggaran Privasi dapat dituntut secara hukum.",228361.jpg,teman 2  sosial media rekomendasi acara bpk mahendra maskur sinaga mhd wakabid advokasi lembaga eksekutif aliansi indonesia badan teliti aset negara dpd prov sumut tuju utk antisipasi langgar privasi tuntut hukum
458,744459.0,1,28/03/2017,Sultan ibn Khalid ibn Sultan Al-Saud Bertemu Dengan Polisi New York,"WELCOME TO NEW YORK PRINCE AND MEET OUR POLICE
 WHEN SAUDI PRINCE MEETS A NEW YORK COP",744459.jpg,welcome new york prince and meet our police when saudi prince meets new york cop
459,785414.0,1,29/03/2017,Ahok Terima Briefing sebelum acara Debat Final Pilkada MetroTV,KUTERIMA KECURANGANMU,785414.png,curang
460,924673.0,1,03/04/2017,ANIS : Saya takut dia  memberi racun kepada warga,Saya Takut Dia (Ahok) Memberi Racun Kepada Warga,924673.jpg,ahok racun warga
461,695297.0,1,07/04/2017,Jual Beli Properti Harus Tercatat dalam SPT Pemilik atau Telah Dilaporkan dalam Tax Amnesty,"TELITI SEBELUM MEMBELI
 Teman-teman, sekarang sudah berlaku peraturan baru.
 Kalau mau jual rumah, tanah, Ruko dsb haruslah asset tersebut tercatat dalam SPT Pemilik atau telah dilaporkan dalam Tax Amnesty.
 Kalau harta tsb tidak tercantum dalam SPT or Tax Amnesty maka Pajak PPh & BPHTB tidak bisa di Validasi, berarti Transaksi jual-beli tidak bisa dilakukan alias Batal.",695297.jpg,teliti beli teman laku atur jual rumah tanah ruko dsb asset catat spt milik lapor tax amnesty harta tsb cantum spt tax amnesty pajak pph bphtb validasi arti transaksi jual-beli laku alias batal
462,973824.0,0,08/04/2017,Kiat untuk Mengenali Berita Palsu,"Jangan langsung percaya dengan judul. Kabar berita palsu sering kali memiliki judul yang menarik yang ditulis dalam huruf besar dan dengan tanda seru. Jika klaim mengejutkan dalam judul kelihatannya tidak dapat dipercaya, maka kemungkinannya memang begitu.",973824.jpg,percaya judul kabar berita palsu milik judul tarik huruf tanda seru klaim kejut judul lihat percaya
463,351230.0,0,09/04/2017,Pabrik Semen Rembang Diyakini Tak Ganggu Produksi Air Tanah,"Menurut Surono, meskipun pabrik semen Rembang dibangun di wilayah Cekungan Air Tanah (CAT), namun produksi air di daerah tersebut tidak akan terganggu asalkan konstruksinya tidak menganggu sistem akuiver atau sirkulasi air tanah. CAT itu ditandai dengan daerah imbauan air di atas permukaan tanah, kemudian daerah keluaran mata air. Jadi tidak semua CAT itu karst, tidak semua batu kapur itu karst, kata Surono, Senin (3/4).",351230.jpg,surono pabrik semen rembang bangun wilayah cekung air tanah cat produksi air daerah ganggu konstruksi menganggu sistem akuiver sirkulasi air tanah cat tanda daerah imbau air muka tanah daerah mata air cat karst batu kapur karst surono senin
464,138237.0,1,11/04/2017,Masjid Raya Daan Mogot atau KH. Hasyim Asyari Berbentuk Salib,Mohon info nya apakah benar foto inimasjid di daan.mogot ini dibangun dengan bentuk salib besar,138237.jpg,foto masjid daan mogot bangun bentuk salib
465,629755.0,1,11/04/2017,Membuang Tisu Bekas di Wadah Makan atau Minum di Singapur Dikenakan Denda,"Mau kasih info aja, ada peraturan baru di Singapore, kalo habis makan jangan taruh bekas tissue di dalam piring atau mangkok krn dianggap menyebarkan virus sb tempat tersebut utk makan.
 Ada denda $ 200.
 Temen ku kasi info brsan yg tinggal dr Sgpore.",629755.jpg,aja atur singapore kalo habis makan taruh bekas tissue piring mangkok krn anggap sebar virus utk makan denda  200  kasi brsan tinggal sgpore
466,48121.0,0,12/04/2017,"Anies Kalah, Muslim Marah, Siap Revolusi","Tanpa rekam jejak yang bagus
 Tanpa program yang nyata
 Isu SARA lah yang jadi ujung tombak kampanye
 Dan
 TAK SIAP KALAH pulak.",48121.jpg,rekam jejak bagus program nyata isu sara ujung tombak kampanye kalah pulak
467,130036.0,1,13/04/2017,: Wakil Bupati Ciamis Dukung Ahok ke Jakarta dan Gunakan Kaos Berlogo Palu Arit,"Wakil Bupati Ciamis blusukan di Jakarta Selatan utk menagkan Ahok, Wakil bupati ciamis pake baju PKI",130036.jpg,wakil bupati ciamis blusukan jakarta selatan utk menagkan ahok wakil bupati ciamis pake baju pki
468,334837.0,1,13/04/2017,: Majalah Al Islam Palsu Wujudkan Jakarta Bersyariah,Majalah Al Islam Palsu Wujudkan Jakarta Bersyariah,334837.jpg,majalah islam palsu wujud jakarta bersyariah
469,924656.0,0,14/04/2017,: Kapolda DKI Sebut Penyebab Penyerangan Novel Baswedan Karena Bisnis Hijab Online Sang Istri,Kapolda DKI Sebut Penyebab Penyerangan Novel Baswedan Karena Bisnis Hijab Online Sang Istri,924656.jpg,kapolda dki serang novel baswedan bisnis hijab online sang
470,572399.0,1,15/04/2017,: Beredar Meme Perempuan Korea Dibunuh Oleh Aktivis Cina,Beredar meme dgn menggunakan wajah seorang perempuan korea bernama Kim Bok Dong yg isi pesannya mengandung unsur rasisme. Disebutkan pula bahwa dia telah dibunuh oleh aktifis China.,572399.jpg,edar meme dgn wajah perempuan korea nama kim bok isi kandung unsur rasisme bunuh aktif china
471,179180.0,1,16/04/2017,: Editan Poster Acara Jakgram Yang menunjukan 3 Jari,Editan Poster Acara Jakgram Yang menunjukan 3 Jari,179180.jpg,edit poster acara jakgram jari
472,596972.0,1,17/04/2017,Disneyland Akan Dibangun di Boyolali Jawa Tengah,Disneyland Akan Dibangun di Boyolali Jawa Tengah,596972.jpg,disneyland bangun boyolali jawa
473,64488.0,0,19/04/2017,Ujaran Kebencian Untuk Etnis China Yang Mengatasnamakan Sultan Hamengkubuwono X,"Sri Sultan Hamengkubuwono : Maaf Bukan SARA, Tapi Cina Dan Keturunannya Tidak Pantas Jadi Pemimpin Di Bumi Nusantara. Fakta Sejarah, Tionghoa Adalah Satu-Satunya Penghianat Negara Kesatuan Republik Indonesia (NKRI).",64488.jpg,sri sultan hamengkubuwono maaf sara tapi cina turun pimpin bumi nusantara fakta sejarah tionghoa penghianat negara republik indonesia nkri
474,809961.0,0,19/04/2017,Jokowi Bersama Ahok Bagikan Amplop Berisi Uang dan Beras Untuk Warga Cilincing,Jokowi ikutan bagi-bagi sembako & amplop bersama ahok di Cilincing,809961.jpg,jokowi sembako amplop ahok cilincing
475,826342.0,1,20/04/2017,"Temuan Kecurangan Penghitungan Suara di TPS 31 Menteng, Suara Anies-Sandi Melonjak 1000%","Wow, kami baru menemukan ada kecurangan dalam penghitungan suara, dari data yang kami himpun, kami menemukan bahwa KPPS melakukan kecurangan dalam menghitung suara. Terbukti dari hasil rekapitulasi suara Ahok-Djarot mendapatkan suara 268 dan Anies-Sandi mendapatkan 88 suara.",826342.png,wow temu curang hitung suara data himpun temu kpps laku curang hitung suara bukti hasil rekapitulasi suara ahok-djarot suara  268  anies-sandi suara
476,367589.0,0,20/04/2017,Ketika Anies-Sandi Menang Dengan Kekuatan Kaum Radikal Indonesia,Ketika Anies-Sandi menang dengan kekuatan kaum radikal Indonesia,367589.png,anies-sandi menang kuat kaum radikal indonesia
477,367583.0,1,23/04/2017,Acara International Khilafah Forum 1438 H,Acara International Khilafah Forum 1438 H,367583.jpg,acara international khilafah forum  1438 
478,408544.0,0,23/04/2017,Video Jokowi Diolok-Olok Di Arab Saudi,Video Jokowi Diolok-Olok Di Arab Saudi,408544.jpg,video jokowi olok arab saudi
479,474075.0,0,24/04/2017,Judul Berita Media Asing Yang Menghina Jokowi,Judul Berita Media Asing Yang Menghina Jokowi,474075.jpg,judul berita media asing hina jokowi
480,547802.0,0,25/04/2017,Ini Penyebab Upaya Mengatasi Hoax akan Jadi Sia-sia,"Facebook, Google, and Twitter (but especially Facebook) dont make any more money by supporting journalism. The worst fake news ever written is, that these companies somehow have a reason to care about good journalism. Facebooks stock wont skyrocket if its users share a hard-earned and important scoop over some meme. Sean Blanda, Co-founder of Technically Media.",547802.png,facebook google and twitter but especially facebook dont make any more money supporting journalism worst fake news written that these companies somehow have reason care about good journalism facebooks stock wont skyrocket its users share hard-earned and important scoop over some meme sean blanda co-founder technically media
481,728025.0,0,25/04/2017,Foto Pemandangan Kota Damaskus Suriah,Foto Pemandangan Kota Damaskus Suriah,728025.jpg,foto pandang kota damaskus suriah
482,416724.0,1,26/04/2017,Tangkapan Layar Ponsel Ahok yang Diretas,"Cuitan akun Twitter @SiBonekaKayu mengklaim berhasil melakukan peretasan pada ponsel Basuki Tjahaja Purnama. Ia melampirkan semacam tangkapan layar percakapan Ahok, sapaan karib Basuki, dengan seseorang. Narasi cuitannya sebagai berikut:
 Anonymous berhasil nge-hack HP Ahok. Karangan bunga belasungkawa ternyata rekayasa?",416724.jpg,cuit twitter sibonekakayu klaim hasil laku retas ponsel basuki tjahaja purnama lampir tangkap layar cakap ahok sapa karib basuki narasi cuit anonymous hasil nge-hack ahok karang bunga belasungkawa nyata rekayasa
483,555990.0,1,26/04/2017,Ulama Bermain Video Mesum,Beredar video adegan mesum yang diklaim sebagai seorang ustadz. Video tersebut telah dibagikan sebanyak 1.6k.,555990.png,edar video adegan mesum klaim ustadz video
484,203731.0,1,27/04/2017,Ahok Diminta Menjadi Walikota Berlin,"Ketiga portal dari tersebut memberitakan mengenai Jerman yang tertarik untuk menjadikan Basuki Tjahaja Purnama, Calon Gubernur DKI Jakarta Petahana, sebagai Walikota Berlin bila kalah pada Pemilihan Kepala Daerah (Pilkada) DKI Jakarta 2017. Pemberitaan tersebut disertai foto Ahok, sapaan karib Basuki, dengan seorang pejabat dari Jerman.",203731.jpg,portal berita kena jerman tarik basuki tjahaja purnama calon gubernur dki jakarta tahana walikota lin kalah pilih kepala daerah pilkada dki jakarta  2017  berita foto ahok sapa karib basuki jabat jerman
485,777167.0,1,28/04/2017,PT DI Dijual Ke China,"Beredar kabar salah satu Badan Usaha Mandiri Nasional (BUMN), yakni PT Dirgantara Indonesia (PT DI), telah terjual ke pihak Pemerintah China.",777167.jpg,edar kabar salah badan usaha mandiri nasional bumn dirgantara indonesia jual perintah china
486,793553.0,1,28/04/2017,Jusuf Kalla Minta Jangan Beri Bunga Kepada Anies Sandi,"Jangan salah ya Jusuf Kalla ini salah satu pelindung Anies.
 Dia penggemar Zakir Naik.
 Kalau di film2, julukannya Musuh dalam Selimut",793553.jpg,salah jusuf kalla salah lindung anies gemar zakir film 2  juluk musuh selimut
487,760783.0,0,28/04/2017,Tidak Ada Organisasi Asosiasi Pengusaha Indonesia Taiwan,"Konfirmasi. .
 Saya bagian dari APIT.
 APIT bukan dari singkatan ASOSIASI PENGUSAHA INDONESIA TAIWAN. Yang benar adalah ASOSIASI PEKERJA INDONESIA TAIWAN ..Saya bnyk d konfirmasi olh teman-teman tentang kiriman bunga iniHelooo. Kami APIT TIDAK PERNAH MENGIRIM BUNGA UNTUK AHOK DJAROT. please jangan mengada-ada.",760783.jpg,konfirmasi apit apit singkat asosiasi usaha indonesia taiwan asosiasi kerja indonesia taiwan bnyk konfirmasi olh teman bunga heloo apit bunga ahok djarot
488,801743.0,1,29/04/2017,Foto Tangkapan Layar Berita Munarman Dengan Narasi Provokatif,"Makhluk kayak begini ini yang mengotori Indonesia, Islam dan kaum Muslim. Kalau kalah ngamuk bawa-bawa pedang dan panci. Seenak wudelnya sendiri. Dikit-dikit main teror. Dikit-dikit bawa nama Islam. Dikit-dikit mengatasnamakan umat Islam. Umat Islam lambemu ndower Mat.",801743.jpg,makhluk kotor indonesia islam kaum muslim kalah ngamuk bawa pedang panci wudelnya dikit main teror dikit bawa nama islam dikit mengatasnamakan umat islam umat islam lambe ndower mat
489,572362.0,1,30/04/2017,Lucky Florist Rugi Karena Pesanan Bunga Untuk Ahok-Djarot,"Tertipu Hutang Karangan Bunga Untuk Ahok 1,3 MIliar : Pemilik Lucky FLorist, Feriyanto (32) Mengaku Kecewa karangan bunga yang dipesan tapi belum dibayar lunas, dia menegaskan akan menempuh jalur hukum tim Ahok yang ditagih hutang malah mengancam keluarganya.",572362.jpg,tipu hutang karang bunga ahok miliar milik lucky florist feriyanto kecewa karang bunga pes tapi bayar lunas tempuh jalur hukum tim ahok tagih hutang ancam keluarga
490,670668.0,1,01/05/2017,Suku Baduy Menuntut Ahok Dipenjara 5 Tahun,RAKYAT BADUY MENDATANGI KEJAKSAAN TINGGI BANTEN MENUNTUT HUKUMAN AHOK HARUS 5 TAHUN PENJARA.!,670668.jpg,rakyat baduy jaksa banten tuntut hukum ahok penjara
491,392138.0,1,02/05/2017,Foto Fadli Zon Dengan Alm Suhardi,"Jelas ini bukanlah demo buruh seperti biasanya karena tidak ada alasan bagi mereka lagi untuk marah terhadap Ahok karena kinerja Ahok yang jauh lebih baik dari pada Gubernur-Gubernur sebelumnya selain Ali Sadikin,Apalagi Ahok kedepannya akan digantikan oleh Anies setelah kekalahannya di Pilkada April 2017 yang lalu menurut hasil Quick Count,Jadi jelas ini hanyalah Aksi yang didukung oleh sejumlah elite politik yang kotor.Bahkan diduga kuat oleh masyarakat dan netizen adanya keterlibatan Fadli Zon dan Haji Lulung dengan aksi demo buruh yang berakhir dengan pembakaran karangan bunga untuk Ahok tersebut,Karena foto Fadli Zon dan Haji Lulung seperti memberikan komando pada orang-orang suruhannya yang menyamar jadi buruh demo.",392138.jpg,demo buruh alas marah hadap ahok kerja ahok gubernur ali sadikin ahok anies kalah pilkada april  2017  hasil quick count aksi dukung elite politik kotor duga kuat masyarakat netizen libat fadli zon haji lulung aksi demo buruh bakar karang bunga ahok foto fadli zon haji lulung komando suruh samar buruh demo
492,687050.0,1,02/05/2017,MOTOR TERBAKAR KARENA HP DIDALAM JOK,"Mohon Jangan simpan *HP* Dibawah jok motor berbahaya dan bisa *MELEDAK*.
 Ini Terjadi kemarin di Purwosari jawa timur Saat telpon *BERDERING* tiba tiba motor meledak dan bersyukur tidak ada korban jiwa  *MENGINGAT* di situ ada aki dan tangki bensin",687050.png,simpan jok motor bahaya ledak purwosari jawa timur telpon dering motor ledak syukur korban jiwa aki tangki bensin
493,400329.0,1,03/05/2017,Mahfud MD : khawatir angket KPK berujung pada pemakzulan Jokowi,Mahfud MD Khawatir angket KPK berujung pada pemakzulan Jokowi,400329.jpg,mahfud angket kpk ujung makzul jokowi
494,711621.0,1,06/05/2017,ISIS SEBAR AIDS DI JOGJA,"situasi mendesak
 
 harap kesediaan anda untuk bantu menangkap mereka dengan cepat jika anda menemui orang-orang yang berkunjung di depan pintu anda dan mereka mengatakan mereka berasal dari fakultas kedokteran untuk bantu mengukur gula darah secara gratis. segera informasikan karena orang-orang itu adalah isis",711621.jpg,situasi desak harap sedia bantu tangkap cepat temu kunjung pintu fakultas dokter bantu ukur gula darah informasi isis
495,490436.0,1,07/05/2017,SALJU JATUH DIJALAN SUDIRMAN,UJAN SALJU DEPAN DI JAKARTA RATU PLAZA SUDIRMAN KEREENNNNNNN,490436.jpg,ujan salju jakarta ratu plaza sudirman kereenn
496,883649.0,1,10/05/2017,"Jonru : proses pembubaran HTI cacat hukum, dibubarkan hanya lewat pidato Menteri.","Jonru : proses pembubaran HTI cacat hukum, dibubarkan hanya lewat pidato Menteri.",883649.jpg,jonru proses bubar hti cacat hukum bubar pidato menteri
497,801721.0,1,11/05/2017,FASILITAS RUANG TAHANAN AHOK BAK BINTANG LIMA,"Sel Tahanan Ahok di mako brimob dilengkapi AC,TV,LCD,kamar bintang 5
 Akun atas nama faizal muhammad mengklaim foto yang didapatkan dari orang dalam dengan candid camera
 Foto 2 dan foto 3
 Mungkin juga gambar serupa disebar juga oleh akun akun lain dan bertebaran dilini masa anda",801721.jpg,sel tahan ahok mako brimob lengkap lcd kamar nama faizal muhammad klaim foto candid camera foto foto gambar rupa sebar tebar lini
498,15289.0,1,12/05/2017,Konser Anies - Sandi No 3 Menang Telak,#KONSER GUE 3 MENANG TELAK,15289.jpg,konser gue menang telak
499,678840.0,1,12/05/2017,: Klaim Azzam Mujahid Izzulhaq : Masing-masing Negara Hampir Seluruhnya Memiliki Pasal Penistaan Agama/Religious Blasphemy,"Salah satu alumni gerakan aksi damai 212, Azzam Mujahid Izzulhaq mengklaim bahwa masing-masing negara hampir seluruhnya memiliki pasal mengenai penistaan agama / religious blasphemy . dirinya juga turut memberikan contoh kasus di Perancis, Yaitu kasus Walikota Perancis, Robert Menard, di bulan Desember 2016.",678840.png,salah alumni gera aksi damai  212  azzam mujahid izzulhaq klaim negara milik pasal kena nista agama religious blasphemy contoh perancis walikota perancis robert menard desember  2016 
500,449461.0,1,14/05/2017,J Kristiadi Buat Surat Terbuka kepad Jusuf Kalla Terkait Pengusaha Keturunan Tionghoa,"Statistik yg Anda kemukakan itu saya sangat percaya kebenarannya. Mungkin Anda bingung Pak dgn statistik ini, biar saya coba bantu menjelaskan dari sudut pandang saya sebagai tionghoa Kristen, walau sebetulnya Anda juga pasti tahu kisah banyak konglomerat tionghoa Kristen atau tionghoa Kong hu cu Indonesia yang memulai usahanya dari nol dan berasal dari keluarga miskin!",449461.jpg,statistik muka percaya dgn statistik biar bantu sudut pandang tionghoa kristen kisah konglomerat tionghoa kristen tionghoa kong indonesia usaha nol keluarga miskin
501,654262.0,0,14/05/2017,Para Santri Solo Pawai Obor untuk lawan yg pawai lilin..!!! ALLAHU AKBAR...!!!,"Pawai obor untuk Lawan Pawai Lilin, Sedang Berlangsung Para Santri Solo Pawai Obor untuk lawan yg pawai lilin..!!! ALLAHU AKBAR!!!",654262.jpg,pawai obor lawan pawai lilin santri solo pawai obor lawan pawai lilin allahu akbar
502,662453.0,1,15/05/2017,Gubernur Sulsel Mendukung Gerakan Matikan 1000 Lilin,Saya Gubernur Sulsel Sangat mendukung Gerakan Matikan 1000 Lilin,662453.jpg,gubernur sulsel dukung gera mati  100  lilin
503,170932.0,1,16/05/2017,: Gambar DPO Palsu Bergambar Rizieq Shihab,"Beredar postingan gambar DPO (Daftar pencarian orang) atas Pimpinan Front Pembela Islam (FPI), Rizieq Shihab yang mengatas namakan Humas Polda Metro Jaya",170932.jpg,edar postingan gambar dpo daftar cari pimpin front bela islam fpi rizieq shihab nama humas polda metro jaya
504,490417.0,1,16/05/2017,Akun Nicholas Sean Tjahaja Purnama  Merupakan Akun Palsu,"Saya hanya punya akun facebook (mungkin salah sebut, karena sepertinya Sean punya instagram account @nachoseann yang difollow oleh akun resmi Veronica Tan) dan Skype.",490417.jpg,facebook salah sean instagram account nachoseann difollow resmi veronica tan skype
505,203696.0,0,17/05/2017,Admin Grup Whatsapp Dihukum Penjara,"#Ask #Whatsapp #Admin #Dipenjara #ITE
 Nemu gambar begini, maksudnya gimana sih. Admin WhatsApp? Kok aneh gitu .
 Apakah gambar di kertas koran tersebut benar?",203696.jpg,ask whatsapp penjara ite nemu gambar maksud gimana whatsapp aneh gitu gambar kertas koran
506,654256.0,0,18/05/2017,: BIN Keluarkan Surat Edaran Larang Bercelana Cingkrang dan Berjenggot Bagi Karyawannya,BIN Keluarkan Surat Edaran Larang Bercelana Cingkrang dan Berjenggot Bagi Karyawannya,654256.jpg,bin surat edar larang celana cingkrang jenggot karyawannya
507,859055.0,1,19/05/2017,: Red Notice Interpol Untuk Penangkapan Rizieq Shihab,Beredar Screen shoot dengan penjelasan jika Muhammad Rezieq Shihab telah mendapatkan red notice dari Interpol maka akan segera dilakukan penangkapan,859055.jpg,edar screen shoot muhammad rezieq shihab red notice interpol laku tangkap
508,383918.0,0,19/05/2017,: Momentum Kebangkitan Nasional,"Dalam menghadapi perkembangan teknologi, Kementerian Komunikasi dan Informatika menekankan pentingnya pelatihan dan sertifikasi angkatan kerja muda, fasilitasi lapangan kerja dan peningkatan keterampilan tenaga kerja di bidang teknologi informasi dan komunikasi (TIK) bagi penyandang disabilitas, penciptaan entrepreneur baru yang akan menjadi awal untuk menciptakan masa depan ekonomi digital Indonesia dan peningkatan literasi digital",383918.jpg,hadap kembang teknologi menteri komunikasi informatika tekan latih sertifikasi angkat kerja muda fasilitas lapang kerja tingkat terampil tenaga kerja bidang teknologi informasi komunikasi tik sandang disabilitas cipta entrepreneur cipta ekonomi digital indonesia tingkat literasi digital
509,277414.0,0,20/05/2017,: Polemik IP address server baladacintarizieq.com,Polemik IP address server baladacintarizieq.com,277414.png,polemik address server baladacintarizieq com
510,998306.0,1,21/05/2017,: Kemendagri Cabut Perda Minuman Keras,"Kegeraman sudah memuncak. Inikah kado kebangkitan nasional versi rezim Joko Widodo dan Jusuf Kalla, Kini kalian melakukan genosida generasi bangsa dengan membiarkan minuman keras beredar sebebas-bebasnya",998306.png,geram puncak kado bangkit nasional versi rezim joko widodo jusuf kalla laku genosida generasi bangsa biar minum keras edar bebas
511,777123.0,1,23/05/2017,Isu Peretasan Sub Domain Divisi Humas Polri RI,Isu Peretasan Sub Domain Divisi Humas Polri RI,777123.jpg,isu retas sub domain divisi humas polri
512,162722.0,0,24/05/2017,Penangkapan Gengster di Jatiwaringin dan Lenteng Agung Disebut Tanpa Peran Polisi,Penangkapan Gengster di Jatiwaringin dan Lenteng Agung Disebut Tanpa Peran Polisi,162722.jpg,tangkap gengster jatiwaringin lenteng agung peran polisi
513,333564.0,0,24/05/2017,Pertemuan Suku Dayak Menuntut Gubernur Kalimantan Barat Untuk Meminta Maaf,"Alhamdulillah..hasil pertemuan kepala suku Dayak se-kalimantan termasuk Sarawak,Sabah dan Brunei memutuskan bhw kericuhan di Pontianak bukan urusan suku Dayak..umat Islam adalah saudara merekapantang memusuhi umat Islam..atas perintah panglima Dayak ..mereka menuntut gubernur Cornelius Kalbar utk meminta maaf secara terbuka dan turun dari jabatan gubernur..meminta kpd aparat penegak hukum utk mengusut penistaan agama tsb..jika tdk..maka HUKUM ADAT akan diberlakukan di Pontianak thdp Cornelius dan pengikutnya..demikian hasil rapat pemuka adat suku Dayak se-kalimantan",333564.jpg,hasil temu kepala suku dayak se-kalimantan masuk sarawak sabah brunei putus bhw ricuh pontianak urus suku dayak umat islam saudara pantang musuh umat islam perintah panglima dayak tuntut gubernur cornelius kalbar utk maaf buka turun jabat gubernur kpd aparat tegak hukum utk usut nista agama tsb tdk hukum adat laku pontianak thdp cornelius hasil rapat muka adat suku dayak se-kalimantan
514,23451.0,1,25/05/2017,Pelaku Bom Kampung Melayu adalah Anggota Polisi,Pelaku Bom Kampung Melayu adalah Anggota Polisi,23451.png,laku bom kampung melayu anggota polisi
515,670624.0,1,25/05/2017,Pemilik Akun Warung Indomie Abang Adek lontarkan Komentar Rasis dan Mensyukuri Bom Kampung Melayu,Pemilik Akun Warung Indomie Abang Adek lontarkan Komentar Rasis dan Mensyukuri Bom Kampung Melayu,670624.jpg,milik warung indomie abang adek lontar komentar ras syukur bom kampung melayu
516,736162.0,1,25/05/2017,KTP Pelaku Bom Kampung Melayu,KTP Pelaku Bom Kampung Melayu,736162.jpg,ktp laku bom kampung melayu
517,998297.0,1,26/05/2017,Pengacara Hotman Paris Hutapea Jadi Kuasa Hukum Habib Rizieq Shihab,Pengacara Hotman Paris Hutapea Jadi Kuasa Hukum Habib Rizieq Shihab,998297.jpg,acara hotman paris hutapea kuasa hukum habib rizieq shihab
518,154526.0,1,27/05/2017,"Zara Zettira : Semua Pemilik Akses Ke sistem IT KPU, Legal atau Ilegal, Akan Sangat Mempengaruhi Siapa Yang Akan Terpilih Menjadi Presiden RI 2014","Zara Zettira : Semua Pemilik Akses Ke sistem IT KPU, Legal atau Ilegal, Akan Sangat Mempengaruhi Siapa Yang Akan Terpilih Menjadi Presiden RI 2014",154526.png,zara zettira milik akses sistem kpu legal ilegal pengaruh pilih presiden  2014 
519,211869.0,1,28/05/2017,Lowongan Pekerjaan di PT Badak LNG,"Postingan foto lowongan pekerjaan di PT Badak LNG. Lowongan pekerjaan itu meliputi bagian pemasaran, trading, dan CS. Adapun, tingkatan lowongan itu mulai dari tingkatan dari SMK/SMA hingga S1. Dalam postingan itu dikatakan bahwa untuk melamar pekerjaan tersebut harus mengirimkan berkasnya ke domain ptbadakngl.com",211869.png,postingan foto lowong kerja badak lng lowong kerja liput pasar trading tingkat lowong tingkat smk sma postingan lamar kerja berkas domain ptbadakngl com
520,301979.0,1,29/05/2017,Pembegal dan Penjambret Akan Balas Dendam,"Assalamualaikum Info dari temen2 grab
 *Bantu bc aja. Mohon perhatian sebentar!*
 Hati2 utk Wilayah seluruh negara indonesian.
 Pihak kepolisian akan melakukan Razia besar2an di semua titik.
 *Razia dilakukn dgn Gabungan mulai dr Mabes, Polda, Polres hingga Polsek.*
 Karena banyak kerabat para Pembegal atau Genk motor yang akan membalas dendam dikarenakan rekan2 mereka banyak yg tertangkap & ada juga yang dibakar.",301979.png,assalamualaikum temen 2  grab bantu aja perhati sebentar hati 2  utk wilayah negara indonesian polisi laku razia besar 2 an titik razia dilakukn dgn gabung mabes polda polres polsek kerabat begal genk motor balas dendam rekan 2  tangkap bakar
521,498584.0,0,29/05/2017,Pemaknaan UUD1945 Pasal 30 Sebagai Dasar Hukum Warga Negara Andil dalam Keamanan Negara,UUD 1945 pasal 30 diklaim sebagai dasar hukum bagi warga negara untuk turut terlibat menjaga keamanan negara.,498584.jpg,uud  1945  pasal klaim dasar hukum warga negara libat jaga aman negara
522,629658.0,0,29/05/2017,Pemukulan Imam Salat Tarawih Oleh Polisi,"Beredar postingan yang berisi klaim terkait adanya kasus pemukulan Imam Salat Tarawih M Nabis Batubara (65), oleh oknum polisi Polres Padang Sidempuan yang disebutkan oleh pemosting tersebut terjadi pada hari Sabtu tanggal 28 Mei 2017 malam.",629658.jpg,edar postingan isi klaim kait imam salat tarawih nabis batubara oknum polisi polres padang sidempuan pemosting sabtu tanggal mei  2017  malam
